country,date,daily_vaccinations,total_vaccinations_per_hundred,vaccines
Scotland,2021-02-14,56025,23.24,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-15,52109,23.89,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-16,48864,24.54,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-17,45313,25.24,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-18,41139,25.9,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-19,36952,26.47,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-20,32767,26.86,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-21,30448,27.14,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-22,29043,27.61,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-23,28245,28.16,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-24,27644,28.79,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-25,27586,29.44,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-26,28031,30.06,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-27,28969,30.57,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-02-28,29659,30.94,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-01,30052,31.46,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-02,30890,32.11,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-03,30861,32.74,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-04,31086,33.42,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-05,30803,34.01,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-06,29353,34.33,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-07,28993,34.66,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-08,27751,35.02,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-09,26784,35.54,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-10,25510,36.01,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-11,24025,36.5,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-12,23632,37.04,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-13,24722,37.5,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-14,25364,37.91,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-15,28762,38.7,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-16,31683,39.6,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-17,35410,40.55,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-18,39121,41.51,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-19,42668,42.5,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-20,45199,43.29,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-21,48080,44.07,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-22,47992,44.85,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-23,47881,45.74,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-24,47692,46.66,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-25,47822,47.64,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-26,47353,48.57,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-27,47557,49.38,Oxford/AstraZeneca  Pfizer/BioNTech
Scotland,2021-03-28,46942,50.08,Oxford/AstraZeneca  Pfizer/BioNTech
Senegal,2021-02-22,,0,Sinopharm/Beijing
Senegal,2021-02-23,82,0,Sinopharm/Beijing
Senegal,2021-02-24,2044,0.02,Sinopharm/Beijing
Senegal,2021-02-25,3916,0.07,Sinopharm/Beijing
Senegal,2021-02-26,5410,0.13,Sinopharm/Beijing
Senegal,2021-02-27,5131,0.15,Sinopharm/Beijing
Senegal,2021-02-28,4503,0.16,Sinopharm/Beijing
Senegal,2021-03-01,5043,0.21,Sinopharm/Beijing
Senegal,2021-03-02,5694,0.24,Sinopharm/Beijing
Senegal,2021-03-03,5936,0.27,Sinopharm/Beijing
Senegal,2021-03-04,5802,0.31,Sinopharm/Beijing
Senegal,2021-03-05,5774,0.37,Sinopharm/Beijing
Senegal,2021-03-06,5495,0.38,Sinopharm/Beijing
Senegal,2021-03-07,5431,0.39,Sinopharm/Beijing
Senegal,2021-03-08,4496,0.4,Sinopharm/Beijing
Senegal,2021-03-09,4011,0.41,Sinopharm/Beijing
Senegal,2021-03-10,3224,0.41,Sinopharm/Beijing
Senegal,2021-03-11,5262,,Sinopharm/Beijing
Senegal,2021-03-12,6876,,Sinopharm/Beijing
Senegal,2021-03-13,9581,0.78,Sinopharm/Beijing
Senegal,2021-03-14,9450,0.78,Sinopharm/Beijing
Senegal,2021-03-15,10336,0.83,Sinopharm/Beijing
Senegal,2021-03-16,10884,0.86,Sinopharm/Beijing
Senegal,2021-03-17,11143,0.87,Sinopharm/Beijing
Senegal,2021-03-18,8435,0.89,Sinopharm/Beijing
Senegal,2021-03-19,5809,0.9,Sinopharm/Beijing
Senegal,2021-03-20,3997,0.95,Sinopharm/Beijing
Senegal,2021-03-21,3997,0.95,Sinopharm/Beijing
Senegal,2021-03-22,4362,1.01,Sinopharm/Beijing
Senegal,2021-03-23,5179,1.08,Sinopharm/Beijing
Senegal,2021-03-24,7385,1.18,Sinopharm/Beijing
Senegal,2021-03-25,9011,1.26,Sinopharm/Beijing
Senegal,2021-03-26,10636,1.35,Sinopharm/Beijing
Senegal,2021-03-27,10365,1.38,Sinopharm/Beijing
Senegal,2021-03-28,10535,,Sinopharm/Beijing
Senegal,2021-03-29,9207,1.4,Sinopharm/Beijing
Serbia,2021-01-08,,0.1,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-09,1150,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-10,1150,0.14,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-11,1503,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-12,1680,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-13,1785,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-14,1856,0.27,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-15,2221,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-16,2687,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-17,3153,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-18,3468,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-19,3783,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-20,4098,0.66,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-21,9528,1.25,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-22,13880,1.76,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-23,19485,2.4,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-24,26632,3.2,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-25,31534,3.77,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-26,39901,4.7,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-27,45317,5.32,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-28,45246,5.9,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-29,44435,6.33,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-30,39146,6.43,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-01-31,34158,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-01,31416,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-02,25209,7.29,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-03,21689,7.55,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-04,17911,7.74,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-05,15373,7.91,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-06,14844,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-07,12472,8,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-08,14258,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-09,16044,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-10,18092,9.41,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-11,30195,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-12,42559,12.29,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-13,52908,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-14,63256,14.5,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-15,63654,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-16,64051,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-17,64449,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-18,55424,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-19,46398,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-20,40606,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-21,34814,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-22,34814,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-23,34814,19.11,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-24,36039,19.75,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-25,35659,20.22,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-26,33145,20.47,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-27,33881,21.06,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-02-28,29426,21.11,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-01,29299,21.61,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-02,28798,22.07,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-03,27365,22.56,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-04,28730,23.18,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-05,32238,23.79,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-06,30996,24.25,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-07,30659,24.27,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-08,33455,25.05,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-09,35517,25.73,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-10,36805,26.35,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-11,35765,26.85,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-12,39797,27.88,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-13,43862,28.76,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-14,50908,29.5,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-15,47932,29.98,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-16,43124,30.16,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-17,40612,30.53,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-18,40676,31.04,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-19,37751,31.77,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-20,29504,31.8,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-21,23173,31.89,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-22,19802,32.02,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-23,22060,32.43,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-24,23473,32.94,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-25,21446,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-26,17326,33.55,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-27,19956,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Serbia,2021-03-28,21975,34.15,Oxford/AstraZeneca  Pfizer/BioNTech  Sinopharm/Beijing  Sputnik V
Seychelles,2021-01-09,,0,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-10,500,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-11,500,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-12,500,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-13,500,2.03,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-14,600,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-15,667,4.07,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-16,1000,7.12,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-17,1118,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-18,1236,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-19,1354,11.16,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-20,1595,13.39,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-21,1718,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-22,1841,17.18,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-23,1622,18.66,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-24,1542,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-25,1463,20.22,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-26,1677,23.1,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-27,1775,26.02,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-28,1965,29.26,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-29,1996,31.38,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-30,1988,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-01-31,2079,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-01,2170,35.67,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-02,1939,36.9,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-03,1644,37.72,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-04,1287,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-05,1089,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-06,987,39.84,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-07,966,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-08,945,42.4,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-09,1163,45.17,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-10,1567,48.87,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-11,2005,52.69,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-12,2203,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-13,2401,56.92,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-14,2383,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-15,2365,59.23,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-16,2224,61,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-17,1899,62.39,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-18,1638,64.35,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-19,1594,66.16,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-20,1334,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-21,1209,66.68,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-22,1403,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-23,1511,71.76,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-24,1640,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-25,1687,76.36,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-26,1744,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-27,2017,80.78,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-02-28,2030,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-01,1723,81.48,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-02,1418,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-03,1147,82.23,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-04,946,83.09,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-05,734,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-06,522,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-07,571,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-08,620,85.89,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-09,772,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-10,924,88.81,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-11,913,89.59,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-12,865,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-13,817,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-14,768,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-15,720,91.02,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-16,546,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-17,372,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-18,292,91.67,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-19,365,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-20,439,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-21,512,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-22,586,,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-23,678,96.07,Oxford/AstraZeneca  Sinopharm/Beijing
Seychelles,2021-03-24,941,98.15,Oxford/AstraZeneca  Sinopharm/Beijing
Sierra Leone,2021-03-14,,0,Oxford/AstraZeneca
Sierra Leone,2021-03-15,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-16,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-17,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-18,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-19,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-20,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-21,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-22,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-23,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-24,970,,Oxford/AstraZeneca
Sierra Leone,2021-03-25,970,0.13,Oxford/AstraZeneca
Singapore,2021-01-11,,0.06,Moderna  Pfizer/BioNTech
Singapore,2021-01-12,2800,0.11,Moderna  Pfizer/BioNTech
Singapore,2021-01-13,4090,,Moderna  Pfizer/BioNTech
Singapore,2021-01-14,4520,,Moderna  Pfizer/BioNTech
Singapore,2021-01-15,4735,,Moderna  Pfizer/BioNTech
Singapore,2021-01-16,4864,,Moderna  Pfizer/BioNTech
Singapore,2021-01-17,4950,,Moderna  Pfizer/BioNTech
Singapore,2021-01-18,5011,,Moderna  Pfizer/BioNTech
Singapore,2021-01-19,5380,,Moderna  Pfizer/BioNTech
Singapore,2021-01-20,5380,,Moderna  Pfizer/BioNTech
Singapore,2021-01-21,5380,,Moderna  Pfizer/BioNTech
Singapore,2021-01-22,5380,1.03,Moderna  Pfizer/BioNTech
Singapore,2021-01-23,6127,,Moderna  Pfizer/BioNTech
Singapore,2021-01-24,6874,,Moderna  Pfizer/BioNTech
Singapore,2021-01-25,7621,,Moderna  Pfizer/BioNTech
Singapore,2021-01-26,8369,,Moderna  Pfizer/BioNTech
Singapore,2021-01-27,9116,1.93,Moderna  Pfizer/BioNTech
Singapore,2021-01-28,9847,,Moderna  Pfizer/BioNTech
Singapore,2021-01-29,10579,,Moderna  Pfizer/BioNTech
Singapore,2021-01-30,10563,,Moderna  Pfizer/BioNTech
Singapore,2021-01-31,10547,2.65,Moderna  Pfizer/BioNTech
Singapore,2021-02-01,10885,,Moderna  Pfizer/BioNTech
Singapore,2021-02-02,11223,3.09,Moderna  Pfizer/BioNTech
Singapore,2021-02-03,11046,,Moderna  Pfizer/BioNTech
Singapore,2021-02-04,10886,,Moderna  Pfizer/BioNTech
Singapore,2021-02-05,10725,,Moderna  Pfizer/BioNTech
Singapore,2021-02-06,10564,,Moderna  Pfizer/BioNTech
Singapore,2021-02-07,10404,,Moderna  Pfizer/BioNTech
Singapore,2021-02-08,9889,,Moderna  Pfizer/BioNTech
Singapore,2021-02-09,9375,,Moderna  Pfizer/BioNTech
Singapore,2021-02-10,9375,4.38,Moderna  Pfizer/BioNTech
Singapore,2021-02-11,9893,,Moderna  Pfizer/BioNTech
Singapore,2021-02-12,10411,,Moderna  Pfizer/BioNTech
Singapore,2021-02-13,10929,,Moderna  Pfizer/BioNTech
Singapore,2021-02-14,11446,,Moderna  Pfizer/BioNTech
Singapore,2021-02-15,11964,,Moderna  Pfizer/BioNTech
Singapore,2021-02-16,12482,,Moderna  Pfizer/BioNTech
Singapore,2021-02-17,13000,,Moderna  Pfizer/BioNTech
Singapore,2021-02-18,13000,6.15,Moderna  Pfizer/BioNTech
Singapore,2021-02-19,13286,,Moderna  Pfizer/BioNTech
Singapore,2021-02-20,13572,,Moderna  Pfizer/BioNTech
Singapore,2021-02-21,13859,,Moderna  Pfizer/BioNTech
Singapore,2021-02-22,14145,,Moderna  Pfizer/BioNTech
Singapore,2021-02-23,14431,,Moderna  Pfizer/BioNTech
Singapore,2021-02-24,14717,,Moderna  Pfizer/BioNTech
Singapore,2021-02-25,15004,,Moderna  Pfizer/BioNTech
Singapore,2021-02-26,15004,,Moderna  Pfizer/BioNTech
Singapore,2021-02-27,15004,,Moderna  Pfizer/BioNTech
Singapore,2021-02-28,15004,,Moderna  Pfizer/BioNTech
Singapore,2021-03-01,15004,8.97,Moderna  Pfizer/BioNTech
Singapore,2021-03-02,14763,,Moderna  Pfizer/BioNTech
Singapore,2021-03-03,14523,,Moderna  Pfizer/BioNTech
Singapore,2021-03-04,14282,9.66,Moderna  Pfizer/BioNTech
Singapore,2021-03-05,13615,,Moderna  Pfizer/BioNTech
Singapore,2021-03-06,12948,,Moderna  Pfizer/BioNTech
Singapore,2021-03-07,12281,10.19,Moderna  Pfizer/BioNTech
Singapore,2021-03-08,12325,10.45,Moderna  Pfizer/BioNTech
Singapore,2021-03-09,14118,,Moderna  Pfizer/BioNTech
Singapore,2021-03-10,15911,,Moderna  Pfizer/BioNTech
Singapore,2021-03-11,17705,,Moderna  Pfizer/BioNTech
Singapore,2021-03-12,19925,,Moderna  Pfizer/BioNTech
Singapore,2021-03-13,22144,,Moderna  Pfizer/BioNTech
Singapore,2021-03-14,24364,,Moderna  Pfizer/BioNTech
Singapore,2021-03-15,25873,13.54,Moderna  Pfizer/BioNTech
Singapore,2021-03-16,27880,,Moderna  Pfizer/BioNTech
Singapore,2021-03-17,29888,,Moderna  Pfizer/BioNTech
Singapore,2021-03-18,31896,,Moderna  Pfizer/BioNTech
Singapore,2021-03-19,33903,,Moderna  Pfizer/BioNTech
Singapore,2021-03-20,35911,,Moderna  Pfizer/BioNTech
Singapore,2021-03-21,37919,,Moderna  Pfizer/BioNTech
Singapore,2021-03-22,39926,18.32,Moderna  Pfizer/BioNTech
